#IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
NA18603	-0.0143899	0.0374738	-0.00565591	-0.0124009	0.000336242	-0.00350663	0.000580897	1.94372e-05	-0.000708213	-0.000964668
NA18605	-0.0162327	0.0375511	-0.0138524	-0.015967	-0.000802218	-0.000833444	-0.00262188	-0.00146823	-0.00231119	-0.000257985
NA18606	-0.0148397	0.0336985	-0.00740043	-0.0177772	-0.00205477	0.00164454	0.000680925	-0.00122187	0.00050779	0.00121202
NA18608	-0.015176	0.0264597	-0.00260062	-0.00605583	-0.000128644	-8.19134e-05	0.00112558	0.000867787	0.000828289	0.0004934
NA18609	-0.014538	0.0327862	-0.00322888	-0.0074002	-0.00123546	0.00190745	0.00216229	0.00218415	0.000854435	-0.000816133
NA18610	-0.0147678	0.03458	-0.00690804	-0.0083005	0.00110365	-0.000150559	-0.000325613	-0.00155715	-0.000725449	3.74123e-05
NA18611	-0.0141611	0.0313684	-0.00661488	-0.00461231	0.001477	-0.000541904	0.00429515	0.00152159	0.000796021	-0.000881436
NA18612	-0.0149463	0.0351403	-0.00185358	-0.0141941	0.000955444	0.000501944	-0.000599096	-0.00303329	-0.0023057	0.00184107
NA18613	-0.0156384	0.033012	-0.00728297	-0.00584042	-0.00125385	-0.00157841	0.000439167	0.00118852	-0.00120239	0.000201464
NA18614	-0.0144092	0.0312468	-0.00430336	-0.00906995	-0.000523896	0.000255936	0.000495018	0.00159784	-3.53824e-05	-0.000404392
NA18615	-0.0142894	0.0340784	-0.00855741	-0.01269	-0.000536111	-0.00070017	0.000863789	-0.000599989	0.000418108	-0.000630617
NA18616	-0.0146695	0.0346351	-0.00340265	-0.00383504	0.000421035	-0.000528037	0.00509694	0.00318301	0.00213949	-0.00171026
NA18617	-0.0157924	0.0370918	-0.00371345	-0.0134192	0.00127982	-0.0015854	-0.00283189	0.000500781	5.1175e-05	0.000909342
NA18618	-0.013796	0.0297982	-0.00750182	0.00186899	-0.000465326	-5.11309e-05	-0.00052565	0.00132907	0.00132431	0.000100408
NA18619	-0.0141327	0.0256089	-0.00762527	-0.00642714	0.00132731	0.000510196	0.00171027	-0.00152778	0.000562961	-8.24926e-05
NA18620	-0.0152421	0.0341096	-0.00201258	-0.00777201	-9.26117e-05	0.00189935	-0.000528012	-0.00107051	-0.000537572	0.000472751
NA18621	-0.0155569	0.0286097	-0.0136529	-0.00328163	-0.00158063	-0.00220452	0.00124566	0.00268377	0.00241602	0.000730597
NA18622	-0.0150673	0.0299304	-0.00639301	0.000877482	0.00131008	0.00180108	0.00148812	0.00605655	0.00166165	-0.00225972
NA18623	-0.0152379	0.0348902	-0.00766031	-0.00603487	0.00184489	-0.00188373	-0.000395649	-0.00251	-0.00130953	-2.76444e-05
NA18624	-0.0158081	0.0361754	-0.00929795	-0.0205983	0.000228528	0.000340365	0.00147928	-0.00218467	-0.000782525	0.000426442
NA18625	-0.0141232	0.0340459	-0.00880364	-0.0105011	-0.000128234	0.000805395	-1.37071e-05	-0.000379771	-0.000366358	-0.00128267
NA18626	-0.0148586	0.0278737	-0.00663885	0.00038737	0.000186438	-0.000149197	0.000388173	-0.000876087	-0.00217117	-0.00299022
NA18627	-0.0149706	0.0362162	-0.00868302	-0.0042407	-0.00132689	-0.00010981	0.00148514	0.000865533	-0.0026963	-0.00109776
NA18628	-0.0141443	0.0357638	0.00323126	-0.0110476	0.000498838	0.000282494	0.00162322	0.00107472	0.00117804	0.00010181
NA18629	-0.0142013	0.0318876	-0.0104039	-0.00430563	-0.00222156	0.00168068	-0.00100777	0.000738816	0.000403555	0.000284185
NA18630	-0.013597	0.0300424	-0.00627089	-0.0140121	0.000383614	-0.00105377	0.000232827	-0.00236259	0.000823261	-0.000592107
NA18631	-0.0142304	0.0372347	-0.00708234	-0.0126181	0.000218652	0.000334859	-0.00130016	0.000965394	-0.00190194	-0.00072585
NA18632	-0.0151457	0.0364651	-0.00471465	-0.0121495	0.00212206	0.00199504	0.000907021	-0.000268979	0.000358079	0.000497129
NA18633	-0.013513	0.0364553	-0.00874961	-0.0105896	0.00175397	0.00112081	0.00208579	0.00218642	-0.00012385	0.000582924
NA18634	-0.0142878	0.0322986	-0.00619704	-0.0183777	0.000184155	0.00132943	-0.000334307	0.00189705	0.000675759	-0.00059263
NA18635	-0.015663	0.0326837	-0.0112043	-0.0112357	0.00107453	0.00273666	0.000532797	0.00016585	-0.00208949	-0.00103378
NA18636	-0.0156078	0.0340121	-0.000325153	-0.0133003	0.00163299	0.00273891	0.00205661	-2.43451e-05	0.000927384	-0.00014695
NA18637	-0.0148448	0.0332102	-0.00385117	-0.0126349	-5.73008e-06	-6.07972e-05	0.00103005	-0.00124024	-0.00126135	0.000517373
NA18638	-0.0151069	0.0375118	-0.00586519	-0.0158325	0.00163438	-0.000340626	3.6298e-05	0.00120336	-0.000610371	-0.00276148
NA18639	-0.0149997	0.0391592	-0.00529506	-0.0174948	0.00149896	0.000829283	0.00057104	-0.00375864	-0.00042427	-0.000665202
NA18640	-0.0148079	0.033737	-0.0043657	-0.00974258	7.04507e-05	0.000738686	-0.00299628	-0.00346493	0.00395468	0.00439173
NA18641	-0.0148952	0.0365733	-0.0020538	-0.0109892	-0.000722427	0.00121637	0.000703	-0.000796122	-0.0017813	0.000638005
NA18642	-0.0144139	0.0328166	-0.0110244	-0.0124715	0.0017778	-6.88487e-05	-0.000223308	0.000758494	-0.00183596	0.000794784
NA18643	-0.0135586	0.0332033	-0.0103863	-0.0129088	0.000534235	-0.000339486	0.00165912	0.0017351	0.00214703	-0.002068
NA18644	-0.0140905	0.0346055	-0.0105312	-0.0089503	-0.000426606	-0.00122216	-0.000257594	3.19809e-05	-0.000461815	0.00107443
NA18645	-0.0155421	0.0326866	-0.00344329	-0.00707264	-0.000620674	0.000976908	0.00171418	-0.000443573	0.000181845	0.00295792
NA18646	-0.0155409	0.0328512	-0.00657089	-0.00934562	0.000161326	0.00182568	0.00127514	-0.0011534	-0.000729955	-0.000581405
NA18647	-0.015178	0.0344189	-0.00854065	-0.0116274	0.000766587	0.00139916	-0.000644807	-0.000680208	-0.000870823	0.000641976
NA18648	-0.0140238	0.0343568	-0.0066314	-0.00325554	-0.00116268	-0.00211705	-0.00200168	-0.000899046	-0.000459038	0.00294834
NA18740	-0.0140842	0.0380097	-0.00625866	-0.0172519	0.00207728	-0.00195062	0.00127166	0.00292955	0.00131913	-0.000735215
NA18745	-0.0151134	0.0335902	-0.0103845	-0.00912768	-0.00175109	-0.00141245	-0.00108101	-0.00334129	-0.00062455	0.000764889
NA18747	-0.0155645	0.0336484	-0.00994874	-0.00831295	-0.00137722	0.00316976	0.00155938	0.000895856	-0.00234315	-0.00180849
NA18748	-0.0155649	0.0352658	-0.0125516	-0.00803515	-1.32145e-05	0.000198338	-0.00141368	0.000249666	-0.00105253	0.000462519
NA18749	-0.0157783	0.0321757	-0.0117398	-0.0125987	0.000816128	0.000846396	-0.00108806	-0.00233858	-0.00134079	-0.000575717
NA18757	-0.014894	0.036225	-0.0123111	-0.0128885	0.000980888	0.000679915	-0.000962567	-1.47401e-05	-0.000699634	0.00161904
NA18853	0.0335656	0.00588382	-0.000593419	0.00130825	0.0102604	0.0155739	-0.00431993	-7.94993e-05	-0.00364878	-0.00100731
NA18856	0.0338121	0.00185089	0.00150206	-0.00330015	0.0023599	0.00999924	-0.00139142	0.0240836	0.00310628	-0.000641178
NA18858	0.034561	0.0034196	0.00174104	-0.00143834	-0.000465485	0.0550346	0.00479607	-0.0100793	0.00799169	0.0117867
NA18861	0.0339043	0.00673661	0.000169309	0.00559377	0.00642773	0.00633622	0.0134308	-0.00543989	0.0257986	-0.018115
NA18864	0.036466	0.00292069	-0.000460271	0.0039323	0.0065452	0.0211938	0.00473431	-0.0074121	-0.00493025	0.0101628
NA18865	0.034793	0.00258701	-0.000142383	0.00366832	0.0275893	0.0267505	0.00560952	-0.0120094	-0.000394457	0.012809
NA18867	0.0331494	0.00317791	6.45988e-05	-0.00419075	0.00463604	0.0190459	-0.0144479	-0.010717	-0.000229627	0.0125797
NA18868	0.0365525	0.00348649	-0.000923848	0.000929262	0.0215602	0.0244963	0.0100726	-0.0168949	0.00899094	0.0151651
NA18870	0.0347192	0.00646195	0.00165091	-0.00109611	0.0168321	0.0387059	-0.00737909	-0.000250764	0.00308605	0.0098207
NA18871	0.035933	0.00526682	-0.00228442	-0.000411897	0.0167059	0.0384084	-0.00357835	0.00986204	-0.00337975	0.00810426
NA18873	0.0355772	0.00437202	-0.000337944	-0.00194594	0.00934112	0.0279073	-0.00924587	-0.00123728	0.00882114	0.0164269
NA18874	0.0336681	0.00510756	0.00162268	-0.000374848	0.00621268	0.0416546	-0.00869371	-0.01509	0.0050223	-0.00835033
NA18876	0.0383959	0.00365944	-0.00419436	0.00552476	0.00602297	0.0497937	-0.00301404	-0.00188374	0.0130708	0.0143217
NA18877	0.0332793	0.00387123	-6.84955e-05	0.00344154	-0.00134921	0.0244545	0.00736195	-0.00854143	-0.00513153	0.00564516
NA18878	0.0362193	0.00667093	6.15238e-05	-0.000777885	0.0129426	0.0313475	0.00114066	-0.00505627	-0.00430464	0.0038997
NA18879	0.0342509	0.00347128	0.00252439	-0.000298144	-0.000202014	0.0296059	0.0223175	-0.0173348	0.0091505	-0.00446048
NA18881	0.0336393	0.00242142	0.000375646	-0.00164968	0.000500446	0.00804895	-0.0179223	-0.000401095	-0.00817369	-0.00227919
NA18907	0.0351624	0.00234675	0.00167526	0.0023701	0.00905465	0.0473616	-0.0125048	0.00963798	-0.00230228	0.0174526
NA18908	0.037931	0.00390726	-0.00398534	-0.000163347	0.0168845	0.0486498	0.00758837	-0.00164657	0.00232091	0.0149723
NA18909	0.0354564	0.00399108	-0.000210258	0.00174729	0.018944	0.0394634	-0.00265034	-0.00888362	-0.00798289	0.00793777
NA18910	0.0341994	0.00442912	0.00355871	0.00144419	0.0143909	0.0404708	-0.00271497	0.00055202	0.00477987	0.0104608
NA18912	0.0374665	0.00513949	-0.00391187	0.00494559	0.0136519	0.0372071	0.00902612	-0.0245412	0.00345635	0.0179425
NA18915	0.0348269	0.00146936	-0.00285858	-0.000957887	0.00387904	0.0367049	-0.000246636	-0.0153356	0.00813254	0.00636714
NA18916	0.0358101	0.00264439	0.00302959	0.00117472	0.000528315	0.0296181	-0.0118196	0.000890543	0.000444362	-0.0115956
NA18917	0.0343379	0.00365198	-0.00116014	0.00173715	0.0107501	-0.000140329	-0.00574302	0.0003348	-0.00742134	0.00393269
NA18923	0.0353385	0.000685463	0.00162109	-0.00152832	0.00235776	0.0564701	-0.00556419	-0.0109141	-0.00515664	0.0096413
NA18924	0.0355051	0.00214318	0.0011366	0.000886569	0.0139393	0.0415328	-0.00985675	-0.0104049	0.00458882	0.00292854
NA18933	0.0359685	0.00554735	-0.00136899	0.00200128	-0.00514681	0.0396155	-0.0020925	-0.0112696	-0.0112669	-0.00918313
NA18934	0.0356639	0.00394285	-0.000746276	-0.00326154	0.0025855	0.041374	-0.00584869	-0.0107224	0.00278225	0.00313954
NA18939	-0.0152356	0.0309568	-0.00787569	-0.00848956	0.000947612	-0.0012243	-0.00591378	-0.00363648	-0.0021807	0.00231565
NA18940	-0.0143044	0.031282	-0.00268443	-0.0177355	-3.53679e-05	-0.00236868	0.00112728	0.00158024	-0.00111842	-0.00291737
NA18941	-0.0149843	0.0305056	-0.0105621	-0.0111448	0.000956658	0.00128161	-0.000436367	0.000494157	-0.00109456	0.00150688
NA18942	-0.0147692	0.0322773	-0.00479295	-0.0112972	-0.000868361	-0.000500535	0.000809166	-0.00139644	0.000396272	0.000449245
NA18943	-0.0148205	0.0276846	-0.00379231	0.000111933	-0.000331415	0.0018952	-0.0023593	-0.00144116	-0.000356798	0.00225773
NA18944	-0.0151153	0.0304758	-0.0100034	-0.0160556	0.0014213	0.00115886	0.00211775	0.00258736	-0.00119344	0.00145223
NA18945	-0.0145562	0.0338758	-0.00520586	-0.00975782	0.000133909	-0.000402503	-0.000105376	-0.00150774	-0.00140205	0.000584348
NA18946	-0.0150127	0.0331266	-0.00586983	-0.0107637	0.00072677	-0.00123779	0.000509406	0.00282369	0.00169596	0.00240847
NA18947	-0.0149091	0.0313216	-0.00521423	-0.00624238	0.0011848	0.000566622	-0.000938801	-0.00122815	-0.0012714	0.000988781
NA18948	-0.0147315	0.031358	-0.00926069	-0.0113274	-0.000347868	-0.00272429	-0.000793431	-0.00309431	-0.000790961	0.000215564
NA18949	-0.0146155	0.0352647	-0.00398217	-0.0116496	0.000348391	0.000501969	-0.000640939	0.000313483	-0.00303424	0.000353461
NA18950	-0.0151041	0.0289021	-0.00414261	-0.0122899	-0.000117428	0.000708158	-0.000266898	-0.000747238	-0.00192921	0.000183781
NA18951	-0.0148824	0.034827	-0.00915662	-0.00754923	0.000562738	6.61389e-05	-0.00198091	-0.00195552	-0.00124184	0.000585863
NA18952	-0.0153148	0.0311067	-0.00709417	-0.00962812	-5.66717e-05	-0.00158407	-0.00085158	-0.00246832	-0.000850251	0.000479449
NA18953	-0.0153122	0.0332545	-0.00460613	-0.00626915	-0.000855884	-0.00108159	-0.000615575	0.00328174	-0.000440644	0.00178101
NA18954	-0.0140361	0.0391664	-0.00812481	-0.0148444	0.000309582	0.000578122	0.000769175	0.000170729	-0.00116392	0.000327022
NA18956	-0.0154416	0.0317954	-0.00718845	0.000356007	-0.000709857	0.000564619	-0.00157407	-0.00179304	0.00102079	-0.000243678
NA18957	-0.0150839	0.0300308	-0.00254674	-0.00726749	0.00154265	0.00172396	-0.000368217	-0.00360902	0.000256905	-0.00160614
NA18959	-0.0152735	0.0343871	-0.00710538	-0.0100702	0.000373591	0.00225075	-0.00132759	0.00027641	-0.000600747	-0.00177466
NA18960	-0.0151884	0.0373552	-0.00631935	-0.0145244	0.000579745	-0.00123158	0.000634892	-0.00372073	-0.00242819	0.00148413
NA18961	-0.0145593	0.0286663	-0.00823653	-0.00908332	-0.000169915	0.00100084	0.000264859	0.00140705	-0.000731706	0.00163765
NA18962	-0.0141641	0.0310089	-0.00576973	-0.00127713	0.00159432	0.00230404	0.000539815	6.0232e-05	-0.000642311	0.00156868
NA18963	-0.0141593	0.0337521	-0.00287902	-0.0140472	-0.000187895	0.001371	0.0011415	-0.00194379	-0.00228524	-0.00062126
NA18964	-0.0153189	0.0362856	-0.00434369	-0.0202632	0.00124521	-0.00199235	0.00260636	0.000857089	-0.00116091	0.000227266
NA18965	-0.0133947	0.0304559	-0.0107623	-0.0122174	-0.00112562	0.00117456	0.000455941	0.000397075	-0.000440516	0.00075766
NA18966	-0.0150074	0.0342286	-0.00346954	-0.0176724	0.00103232	0.00199891	-0.000163994	-0.00184458	-0.00277346	0.000848527
NA18967	-0.0144418	0.0314321	-0.00305174	-0.00786694	0.000258622	-0.00124815	-0.00170166	0.000613178	-0.000999527	-0.000810824
NA18968	-0.0150789	0.0352815	-0.00714493	-0.0104634	0.00114857	0.00184451	-0.00238994	0.00375676	0.000354882	0.0022134
NA18969	-0.0156687	0.0309338	-0.00827094	-0.00108015	-0.000506036	0.0020155	0.000711766	0.000371315	-0.00307247	0.00128731
NA18970	-0.0149049	0.0355518	-0.00884926	-0.0131716	1.21551e-05	0.00154191	-0.000526259	-0.000797841	-0.000581918	0.00112186
NA18971	-0.0151584	0.0349642	-0.00867071	-0.00765549	-0.000183757	-0.00256103	0.000642924	0.00333266	-0.00355175	0.00359972
NA18972	-0.0144612	0.0302597	-0.0126429	-0.0162644	0.00264057	9.60849e-05	0.000737069	-0.000344541	-0.00159163	-0.000204306
NA18973	-0.0155547	0.0308953	-0.0133675	-0.00459272	0.000201917	-0.00117279	-0.000139001	0.00140364	-0.00160473	0.000199312
NA18974	-0.014684	0.0330386	-0.00978556	-0.0146355	-0.00293651	0.00160187	0.00296586	0.00222034	-0.000641464	0.00216906
NA18975	-0.0146116	0.0321828	-0.00774347	0.00288089	-0.00210565	0.00126924	0.000714221	0.000136626	-0.00347003	0.00315428
NA18976	-0.0161217	0.0347909	-0.00872532	-0.00723474	0.000683068	-0.000852277	-0.00153169	-0.00371603	-0.00196388	0.00245715
NA18977	-0.0147377	0.0342551	-0.00720061	-0.0084983	0.000608044	-0.00118025	-0.00236687	-0.00142154	-0.00218354	0.000809412
NA18978	-0.0143021	0.0312374	-0.00883918	-0.00792195	-2.03728e-05	-0.000552544	-0.00196251	-0.000113497	0.000636183	0.00072413
NA18979	-0.0155189	0.0310957	-0.0128264	-0.0135553	0.000241207	-0.00158083	-0.00128527	0.00307484	-0.000897804	0.00161304
NA18980	-0.0154582	0.0307321	-0.0104363	-0.0110422	-0.00117888	0.000299225	-0.000612129	0.000956495	-0.00157064	0.00239992
NA18981	-0.0150341	0.0301509	-0.00696075	-0.0037058	0.00175648	0.000318657	-0.000745927	-0.00157794	-0.00149379	-0.00177684
NA18982	-0.0148816	0.027085	-0.00124979	0.00762081	0.000899554	0.000182732	0.0022225	-0.00139915	-0.00421135	0.00204431
NA18983	-0.0153192	0.0301453	-0.0101779	-0.00703043	-0.00104564	2.71139e-05	-0.000131935	-0.00407217	-0.000234473	0.000205313
NA18984	-0.0160886	0.0352644	-0.00444093	-0.000206422	-0.000423178	0.00178037	0.000591649	-0.000403306	-0.00240113	-0.0014488
NA18985	-0.014818	0.0322908	-0.00874171	-0.00993905	0.00156818	-0.000668186	-0.000854976	-0.000173531	-0.00101681	-0.00124626
NA18986	-0.0141402	0.0330691	-0.0105885	-0.0157861	-0.000832979	-5.58597e-05	0.000716428	0.00175458	-0.000537275	0.000897562
NA18987	-0.0149606	0.0342419	-0.011549	-0.00947703	-0.00119179	0.000863259	-0.000898907	0.000500719	-0.000255353	0.00242853
NA18988	-0.0148902	0.0341662	-0.00905062	-0.00562195	-0.0012876	-0.000608721	0.000260971	0.00258288	-0.0023506	0.00173246
NA18989	-0.0154039	0.0274557	-0.00055561	-0.00603947	-0.000382396	0.00120831	0.00111849	2.89403e-05	0.000465154	-0.00144362
NA18990	-0.0148089	0.0356987	-0.00567738	-0.00655416	-0.000437464	-0.00107665	0.00150908	0.00160872	-0.00108253	-2.66539e-05
NA18991	-0.0155012	0.0358616	-0.0105706	-0.0051505	0.0011593	0.00174627	-0.00136579	-0.000540808	-0.00318472	0.00224465
NA18992	-0.0147433	0.0309082	-0.00628448	0.000560687	-0.0023393	-0.00299709	-0.00146712	0.000915671	-0.00302249	0.00228109
NA18993	-0.0142839	0.0307835	-0.00295602	-0.0119173	-0.00025977	-0.0011039	-0.00241225	0.00118674	-0.000423336	0.00243163
NA18994	-0.0143412	0.0312808	-0.00727777	-0.00703644	-4.67738e-06	0.00160329	-0.00021085	0.000191347	-0.000329691	0.0002727
NA18995	-0.015261	0.0324399	-0.0122313	-0.0144916	1.67613e-05	0.000316617	-0.00111179	0.000242192	-0.00107383	0.000895343
NA18997	-0.0158374	0.0319442	-0.00657232	-0.0102878	0.000902912	-0.000899045	-0.000757194	0.000315222	-5.46667e-05	-0.00129109
NA18998	-0.0152418	0.0276484	-0.00748275	-0.00577871	-0.000201786	-0.000359812	-0.00253236	0.00204885	-7.75443e-05	0.0014128
NA18999	-0.0160887	0.0289368	-0.00539532	-0.00704282	-0.000679633	0.00214252	-0.000251795	0.000926649	0.00104678	-0.000142697
NA19000	-0.0151792	0.030655	-0.00893168	0.00437496	0.000242387	0.00180651	0.00171596	-0.000140242	-0.00241164	0.00032439
NA19001	-0.0155401	0.0359433	-0.0105815	-0.0126484	-0.00119066	0.000392731	6.16796e-05	-0.00229246	-0.0024771	-0.000634839
NA19002	-0.0149584	0.0324763	-0.00892829	-0.00965249	-0.00115696	-0.00283872	0.000772616	0.000253717	0.000833692	0.00042909
NA19003	-0.0150072	0.0257031	-0.00158455	-0.00779101	-0.000242503	-0.00106451	-0.00205663	0.00162931	-0.00140791	0.00274999
NA19004	-0.0147153	0.0326908	-0.0128095	-0.00910536	-0.000979354	-0.00106323	0.00104416	0.000455493	-0.000446782	-2.78819e-06
NA19005	-0.0154852	0.0343252	-0.00675694	-0.00517747	0.00106757	-0.00302421	-0.000735479	0.00244834	0.000776203	-0.00117705
NA19006	-0.0155949	0.0307116	-0.00619302	-0.0131777	-0.00015261	-0.000665247	-0.00212634	0.000222906	-0.00183887	0.000936908
NA19007	-0.0156039	0.0331889	-0.00632116	-0.0110079	-0.00034391	-0.00119395	0.000472785	0.001993	-0.000797419	0.00112026
NA19009	-0.015021	0.0335826	-0.00342245	-0.0064427	-0.00119844	0.000430619	-0.000105339	1.61629e-05	-0.00289407	0.00176953
NA19010	-0.0162201	0.0361808	-0.00826099	-0.0133401	-0.000859006	0.00181765	-0.000411107	0.000584829	-0.000235903	0.00087606
NA19011	-0.014649	0.0331966	-0.00449159	-0.0110305	0.00078677	0.0048442	-0.00192516	0.000416275	-0.000820868	0.000304497
NA19012	-0.0153023	0.0297814	-0.00492292	-0.00196121	0.000208501	0.000942455	-0.000455693	-0.00187892	-0.00264888	0.00174931
NA19017	0.0316454	0.00252221	-0.000323179	0.00063474	-0.113302	-0.0768474	-0.0123374	0.0194469	0.0397272	-0.100956
NA19019	0.0318421	-0.000134186	0.0084035	-0.00868565	-0.104336	0.00605157	0.00735894	-0.0309689	-0.0475018	-0.0631533
NA19020	0.0326526	0.00245588	0.00250115	-0.00418069	-0.0541385	0.0208558	0.0134403	0.0140446	0.0108983	-0.019505
NA19023	0.0347176	0.00409225	0.000875566	-0.00786853	-0.128556	-0.0300818	0.0756215	-0.130333	-0.0406156	0.0473281
NA19024	0.0349392	0.00402071	-0.00189755	0.00489295	-0.0711672	0.0391504	0.0305217	0.0952242	0.0309472	0.0192975
NA19025	0.0373633	0.00310174	-0.00490389	0.00471939	-0.0775049	0.022174	-0.0155039	0.00950638	0.0418757	-0.0651924
NA19026	0.0303151	0.0040469	-0.000362548	0.00114352	-0.0851083	-0.00734917	0.00221848	0.0801643	0.0369264	-0.0164061
NA19027	0.0298296	-0.00119172	0.00391218	0.00675806	-0.0874232	-0.0327684	0.045885	0.0260974	-0.10734	-0.0676337
NA19028	0.0295568	0.00177708	-0.000974811	-0.00360271	-0.129285	-0.0910177	0.136422	-0.046554	0.20097	0.164849
NA19030	0.0340151	0.00433521	0.00443117	-0.0023171	-0.0698436	-0.0101678	0.0106114	-0.0152533	0.0113428	0.0173448
NA19031	0.0286977	0.000846497	0.00363629	-0.0109898	-0.0951282	-0.0725824	0.104395	0.00819215	0.0745137	-0.133604
NA19035	0.0349283	0.005107	0.000895616	0.000776561	-0.0683368	0.00949394	-0.0048417	0.0117635	-0.00884355	-0.0212885
NA19036	0.0314071	0.00161634	-0.00501007	0.000230096	-0.0622088	-0.0088719	-0.0193609	0.0227617	-0.0117973	-0.00130295
NA19037	0.0330808	0.000490975	-0.000231536	-0.000949769	-0.0993536	-0.0168649	-0.00207051	0.0122777	-0.0103813	-0.0225656
NA19038	0.0331559	0.00421501	-0.00329524	0.00251381	-0.0726361	-0.0268538	0.0475901	0.0216421	0.0355381	-0.0625644
NA19041	0.0322428	0.00221043	-0.00237573	-0.0031409	-0.141039	-0.025513	-0.0280443	0.174249	0.146807	-0.100274
NA19042	0.0264264	-0.00213161	-0.000400331	0.00341489	-0.0989941	-0.0735203	0.0828446	0.0286925	-0.153072	-0.0673271
NA19043	0.0338366	0.00130293	0.00261673	-0.00502415	-0.0852032	-0.052788	-0.140673	0.00792199	-0.0924275	-0.0507325
NA19054	-0.015636	0.0342413	-0.00899016	-0.0123594	-0.000482115	-0.00154301	-0.000592718	0.000475985	-0.000815503	-0.000802184
NA19055	-0.0146234	0.0304345	-0.000684231	-0.0109014	0.000730466	0.00233365	0.000428131	0.000162474	0.00112099	-0.00177346
NA19056	-0.0151183	0.0312664	-0.0122672	-0.00606686	-0.000159765	-0.00129409	-0.00118285	0.000757589	-0.000380189	0.000809866
NA19057	-0.0145873	0.0315768	-0.0116792	-0.00159867	-0.00106049	0.000297114	0.00104658	0.000943238	-0.000489362	-0.00235851
NA19058	-0.0147994	0.0315277	-0.00723908	-0.0105707	-0.00120469	0.000282319	0.00223301	-0.000658217	0.000372347	0.000169144
NA19059	-0.0151231	0.0304085	-0.00910532	-0.0100514	-0.000792779	-7.89108e-05	0.000209228	0.00168206	0.000443357	0.00226905
NA19060	-0.0144447	0.0321001	-0.00476639	-0.014708	0.000286701	0.000523389	0.00151828	0.00102279	-0.000262101	-0.00130115
NA19062	-0.0147584	0.0333289	-0.0103605	-0.00648281	-0.000301731	0.00054175	0.00168578	-0.000700902	-0.000484348	-0.000680527
NA19063	-0.0143351	0.0391393	-0.0128164	-0.014099	0.000288923	-0.00175874	-0.00163078	0.00160764	0.00127521	-6.46466e-05
NA19064	-0.0158243	0.0298364	-0.00165051	-0.00781874	-0.000366883	0.00131354	0.00225573	0.000245704	-0.000327604	0.00180205
NA19065	-0.0138043	0.0325102	-0.0087616	-0.0125811	-0.000191374	2.25964e-05	0.0012269	-0.000271878	0.0013329	-0.00143147
NA19066	-0.0145767	0.0353033	-0.010733	-0.0190259	-0.00264703	0.0017996	-0.000981194	-0.00125812	-0.000536361	0.00148208
NA19067	-0.0153056	0.0382565	-0.0113569	-0.00780043	-0.00126441	-0.00147614	-0.000367792	4.58535e-05	-0.000954309	-0.000397197
NA19068	-0.0151647	0.0352029	-0.00891927	-0.013938	0.00166783	-0.00147034	-0.00170964	-0.00129494	-0.00156068	0.000401967
NA19070	-0.0144084	0.0335142	-0.00375722	-0.0119613	-6.89197e-05	-0.00194136	-0.00216588	0.000808383	-0.00145318	0.0016637
NA19072	-0.0152119	0.0307031	-0.00295689	-0.0129489	0.00360871	-0.00272431	-0.00052612	0.0035304	-0.00117233	-0.000600837
NA19074	-0.0154442	0.0290013	-0.0113319	-0.0027172	-0.000410617	0.00153849	0.000796938	0.00170685	-0.000266018	-0.00051589
NA19075	-0.0156097	0.0317748	-0.00661574	-0.0111653	-0.00196733	0.00120171	-0.00290686	-0.00128668	0.000318469	-0.000320618
NA19076	-0.0152529	0.0346743	-0.0115461	-0.0077117	0.00137101	-0.000277253	-0.00145449	-0.00185076	-0.000599125	0.00177779
NA19077	-0.0146783	0.0328742	-0.00876915	0.00118411	0.000524361	0.0020229	0.000811214	0.00212638	-0.000423064	-6.14222e-05
NA19078	-0.0139867	0.0403346	-0.0103586	-0.00423724	-0.000617958	-0.00523303	-0.00273728	-0.000400504	-0.00104971	0.000993544
NA19079	-0.0139107	0.0351407	-0.00477871	-0.00801594	7.69259e-05	0.000830317	0.000722388	0.00113979	0.000721192	0.0020683
NA19080	-0.0147996	0.0278855	-0.00608888	-0.00891975	0.00195069	-0.00226326	0.00194003	0.00299461	0.000597357	0.000506581
NA19081	-0.0152203	0.0339826	-0.00113675	-0.00127411	-6.58249e-06	0.000905697	0.000827494	-0.000177082	0.00212493	0.000718281
NA19082	-0.0157887	0.0350655	-0.00758572	-0.0132848	0.000104647	0.00141662	-0.000651193	-0.000419599	-0.00327076	0.000679626
NA19083	-0.0149942	0.0322124	-0.00755999	-0.00167248	0.000297394	-0.000550331	-0.00285633	-4.42524e-05	-0.00216589	0.00268913
NA19084	-0.0138022	0.03055	-0.00779734	-0.0131105	-0.000723035	-0.000701332	0.00258834	0.00380405	-0.000552332	0.00244515
NA19085	-0.0154708	0.0305973	0.000327553	-0.0119923	-0.000203008	0.000787892	-0.000933561	-0.000619647	-0.00222679	0.00408258
NA19086	-0.0147993	0.0310176	-0.00471345	-0.00997289	0.000706217	0.00172493	0.00257349	-0.000912093	-0.000628065	-0.000585678
NA19087	-0.0147187	0.0311706	-0.0115098	-0.00143076	-0.000890336	-0.00129835	0.00267895	-0.00226436	-0.00503265	-0.00131349
